Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,KV Cache Dtype,Latency,Throughput
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,32,"Weight = int8_sq, KV Cache = int8",13.51854419708252,4847.859284592459
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,64,"Weight = int8_sq, KV Cache = int8",17.423131465911865,7522.872696933999
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,1,"Weight = int8_sq, KV Cache = fp8",14.132153034210205,144.9177627104896
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,16,"Weight = int8_sq, KV Cache = fp8",23.88222861289978,1372.0662560905496
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,32,"Weight = int8_sq, KV Cache = fp8",36.369763135910034,1801.936398515953
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,1024,64,"Weight = int8_sq, KV Cache = fp8",52.39508032798767,2501.6089140335907
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = full_prec, KV Cache = int8",13.45737075805664,152.18425923012532
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = full_prec, KV Cache = int8",17.99386215209961,1821.0654123620966
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = full_prec, KV Cache = int8",20.277482271194458,3231.9594278772147
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = full_prec, KV Cache = int8",28.62776494026184,4578.492253010694
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = full_prec, KV Cache = fp8",17.51198410987854,116.94848437218029
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = full_prec, KV Cache = fp8",42.6827871799469,767.7099403526057
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = full_prec, KV Cache = fp8",54.40937924385071,1204.4982117197526
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = full_prec, KV Cache = fp8",87.98417282104492,1489.7224784574994
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = int8_sq, KV Cache = int8",9.442162275314331,216.89947072338595
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = int8_sq, KV Cache = int8",12.274689674377441,2669.558324427616
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = int8_sq, KV Cache = int8",14.891380071640015,4400.935285025091
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = int8_sq, KV Cache = int8",20.048539876937866,6537.732962327799
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = int8_sq, KV Cache = fp8",13.377431392669678,153.0936649858078
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = int8_sq, KV Cache = fp8",37.02454161643982,885.0345897449326
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = int8_sq, KV Cache = fp8",49.781288862228394,1316.4785705202082
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = int8_sq, KV Cache = fp8",83.1866683959961,1575.6370885783508
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,1,"Weight = full_prec, KV Cache = int8",45.41578531265259,45.09445308280155
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,16,"Weight = full_prec, KV Cache = int8",56.673022508621216,578.1939721851833
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,32,"Weight = full_prec, KV Cache = int8",111.7654173374176,586.3710042091831
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,64,"Weight = full_prec, KV Cache = int8",178.774986743927,733.1674435403224
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,1,"Weight = full_prec, KV Cache = fp8",55.534773111343384,36.87779539305763
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,16,"Weight = full_prec, KV Cache = fp8",82.65493679046631,396.4433495735196
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,32,"Weight = full_prec, KV Cache = fp8",155.7115478515625,420.8807946760281
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,64,"Weight = full_prec, KV Cache = fp8",261.05750823020935,502.080943346844
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,1,"Weight = fp16, KV Cache = fp16",2.3186320289969444,110.40992999253413
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,1,"Weight = fp16, KV Cache = fp8",2.30545693077147,111.04089457630218
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,1,"Weight = fp16, KV Cache = fp16",4.63003187905997,110.58239195189964
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,1,"Weight = fp16, KV Cache = fp8",4.722871109377593,108.40863283001477
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,1,"Weight = fp16, KV Cache = fp16",9.253042502794415,110.66630242871493
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,1,"Weight = fp16, KV Cache = fp8",9.600855910684913,106.65715739576693
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,1,"Weight = fp16, KV Cache = fp16",18.518604310695082,110.5914876542405
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,1,"Weight = fp16, KV Cache = fp8",19.263622062746435,106.3143781231355
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,1,"Weight = fp16, KV Cache = fp16",37.19373468402773,110.12607458747516
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,1,"Weight = fp16, KV Cache = fp8",38.625051287934184,106.04516663203815
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,16,"Weight = fp16, KV Cache = fp16",2.7249386529438198,1503.1531060616678
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,16,"Weight = fp16, KV Cache = fp8",2.7105051041580737,1511.1574568579472
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,16,"Weight = fp16, KV Cache = fp16",5.584073775913566,1467.0293281825009
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,16,"Weight = fp16, KV Cache = fp8",5.585109829436988,1466.7571901313536
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,16,"Weight = fp16, KV Cache = fp16",11.487431460991502,1426.2544290806907
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,16,"Weight = fp16, KV Cache = fp8",11.611213456839323,1411.049763308707
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,16,"Weight = fp16, KV Cache = fp16",23.25322412373498,1409.1809301641365
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,16,"Weight = fp16, KV Cache = fp8",24.66032234672457,1328.7741960255562
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,16,"Weight = fp16, KV Cache = fp16",47.75694050407037,1372.2822129783272
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,16,"Weight = fp16, KV Cache = fp8",54.71302917506546,1197.8134091297386
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,32,"Weight = fp16, KV Cache = fp16",3.1604634593240917,2592.0249056611374
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,32,"Weight = fp16, KV Cache = fp8",3.1840443457476795,2572.8284880643987
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,32,"Weight = fp16, KV Cache = fp16",6.521833490114659,2512.1769859401847
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,32,"Weight = fp16, KV Cache = fp8",6.60118871787563,2481.9772165629947
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,32,"Weight = fp16, KV Cache = fp16",13.592966619879007,2410.6584615663296
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,32,"Weight = fp16, KV Cache = fp8",14.068787553813308,2329.1275011909834
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,32,"Weight = fp16, KV Cache = fp16",28.087526164017618,2333.2777553032383
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,32,"Weight = fp16, KV Cache = fp8",31.049979799892753,2110.661598569747
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,32,"Weight = fp16, KV Cache = fp16",59.03881184197962,2220.098879205443
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,32,"Weight = fp16, KV Cache = fp8",73.38947022007778,1785.9782828101343
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,64,"Weight = fp16, KV Cache = fp16",3.6607955233193934,4475.529948513474
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,128,64,"Weight = fp16, KV Cache = fp8",3.7954735993407667,4316.720844230276
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,64,"Weight = fp16, KV Cache = fp16",7.583983873017132,4320.68429319641
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,256,64,"Weight = fp16, KV Cache = fp8",7.998257212806493,4096.892501473093
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,64,"Weight = fp16, KV Cache = fp16",15.820700131822377,4142.420970875892
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,512,64,"Weight = fp16, KV Cache = fp8",17.50899085821584,3742.9912740658147
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,64,"Weight = fp16, KV Cache = fp16",34.54894947493449,3793.8056581168607
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,1024,64,"Weight = fp16, KV Cache = fp8",41.09805735433474,3189.2505008189987
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,64,"Weight = fp16, KV Cache = fp16",77.11116514028981,3399.559577696387
Nvidia H100 GPU,4,vLLM,meta-llama/Llama-2-70b-hf,2048,64,"Weight = fp16, KV Cache = fp8",106.34511632705107,2465.0309205907397
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,1,"Weight = fp16, KV Cache = fp16",7.94368945795577,257.81471076376044
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,1,"Weight = fp16, KV Cache = fp8",7.891699303989299,259.51318228315216
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,1,"Weight = fp16, KV Cache = fp16",16.09883266198449,254.42838533704528
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,1,"Weight = fp16, KV Cache = fp8",16.042035111924633,255.3292005298812
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,16,"Weight = fp16, KV Cache = fp16",13.432542470982298,2439.448828900947
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,16,"Weight = fp16, KV Cache = fp8",11.945945688989013,2743.022683436723
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,16,"Weight = fp16, KV Cache = fp16",35.96464751800522,1822.233902534156
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,16,"Weight = fp16, KV Cache = fp8",29.044541806099005,2256.396414772783
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,32,"Weight = fp16, KV Cache = fp16",19.401329258922487,3377.912880369298
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,32,"Weight = fp16, KV Cache = fp8",15.756981551996432,4159.172223673543
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,32,"Weight = fp16, KV Cache = fp16",60.352545244037174,2171.77253204495
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,32,"Weight = fp16, KV Cache = fp8",42.32875906606205,3096.523566765501
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,64,"Weight = fp16, KV Cache = fp16",33.451155283953995,3918.3101117847855
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,64,"Weight = fp16, KV Cache = fp8",24.026209578034468,5455.375704365379
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,64,"Weight = fp16, KV Cache = fp16",120.52535785897635,2175.0111732232153
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,64,"Weight = fp16, KV Cache = fp8",73.74493281194009,3554.7391529734514
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,1,"Weight = fp16, KV Cache = fp16",2.4167898651212454,105.92563453470002
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,1,"Weight = fp16, KV Cache = fp8",2.3359349919483066,109.5920909110921
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,1,"Weight = fp16, KV Cache = fp16",4.83186934934929,105.96312999832068
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,1,"Weight = fp16, KV Cache = fp8",4.793674723710865,106.80741383379724
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,1,"Weight = fp16, KV Cache = fp16",9.655675224028528,106.05162003085353
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,1,"Weight = fp16, KV Cache = fp8",9.744397648144513,105.08602347472814
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,1,"Weight = fp16, KV Cache = fp16",19.369594376068562,105.73272523095972
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,1,"Weight = fp16, KV Cache = fp8",19.54886397672817,104.76312088712825
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,1,"Weight = fp16, KV Cache = fp16",38.83082226989791,105.4832156664183
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,1,"Weight = fp16, KV Cache = fp8",39.12777333101258,104.6826755345549
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,16,"Weight = fp16, KV Cache = fp16",2.8253206331282854,1449.746960388272
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,16,"Weight = fp16, KV Cache = fp8",2.738133031874895,1495.909786821178
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,16,"Weight = fp16, KV Cache = fp16",5.643340513110161,1451.622488660572
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,16,"Weight = fp16, KV Cache = fp8",5.6442625960335135,1451.385342304396
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,16,"Weight = fp16, KV Cache = fp16",11.796516661997885,1388.8845724077644
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,16,"Weight = fp16, KV Cache = fp8",11.676126445177943,1403.2050849163538
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,16,"Weight = fp16, KV Cache = fp16",24.824540900997818,1319.9841290391355
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,16,"Weight = fp16, KV Cache = fp8",24.760449931025505,1323.4008304082076
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,16,"Weight = fp16, KV Cache = fp16",50.80407617986202,1289.9752328530185
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,16,"Weight = fp16, KV Cache = fp8",54.843102637678385,1194.9725097240462
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,32,"Weight = fp16, KV Cache = fp16",3.203669080976397,2557.068096903219
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,32,"Weight = fp16, KV Cache = fp8",3.20220917603001,2558.2338784489284
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,32,"Weight = fp16, KV Cache = fp16",6.573898961767554,2492.280470887365
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,32,"Weight = fp16, KV Cache = fp8",6.620703547727317,2474.6614739492634
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,32,"Weight = fp16, KV Cache = fp16",13.734404254704714,2385.8333708777604
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,32,"Weight = fp16, KV Cache = fp8",14.124266345053911,2319.9789071858463
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,32,"Weight = fp16, KV Cache = fp16",29.57800453901291,2215.7005187269842
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,32,"Weight = fp16, KV Cache = fp8",31.211626918055117,2099.730339980744
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,32,"Weight = fp16, KV Cache = fp16",63.4026417597197,2067.295563120704
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,32,"Weight = fp16, KV Cache = fp8",73.74340784503147,1777.4063313624188
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,64,"Weight = fp16, KV Cache = fp16",4.161891308031045,3936.6717646816996
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,64,"Weight = fp16, KV Cache = fp8",3.7848524699220434,4328.834513419611
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,64,"Weight = fp16, KV Cache = fp16",7.562099174014293,4333.188344395292
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,64,"Weight = fp16, KV Cache = fp8",7.904674532008357,4145.3952173884845
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,64,"Weight = fp16, KV Cache = fp16",15.893134910962544,4123.541413770766
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,64,"Weight = fp16, KV Cache = fp8",17.31276715407148,3785.4145103885235
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,64,"Weight = fp16, KV Cache = fp16",34.60769735905342,3787.365528545094
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,64,"Weight = fp16, KV Cache = fp8",40.74181283800863,3217.1371588482934
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,64,"Weight = fp16, KV Cache = fp16",80.47302117594518,3257.5389387562786
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,64,"Weight = fp16, KV Cache = fp8",105.33712596003897,2488.6192556596598
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,1,"Weight = fp16, KV Cache = fp16",0.9564076269743964,267.6682962157654
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,1,"Weight = fp16, KV Cache = fp8",0.9558968789642677,267.81131483281
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,1,"Weight = fp16, KV Cache = fp16",1.9651140130590647,260.5446791369509
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,1,"Weight = fp16, KV Cache = fp8",1.9455914319260046,263.15905364218963
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,1,"Weight = fp16, KV Cache = fp16",4.052523180958815,252.68208330340127
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,1,"Weight = fp16, KV Cache = fp8",3.9827260460006073,257.11032799463703
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = fp16, KV Cache = fp16",8.053277010913007,254.3064142987696
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,1,"Weight = fp16, KV Cache = fp8",7.948430164018646,257.66094156189354
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,1,"Weight = fp16, KV Cache = fp16",16.22412875306327,252.4634796938872
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,1,"Weight = fp16, KV Cache = fp8",16.093612510012463,254.5109121679001
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,16,"Weight = fp16, KV Cache = fp16",1.2164980430388823,3367.041996851845
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,16,"Weight = fp16, KV Cache = fp8",1.1522052979562432,3554.922032788251
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,16,"Weight = fp16, KV Cache = fp16",2.3883328379597515,3430.007689798407
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,16,"Weight = fp16, KV Cache = fp8",2.3935732529498637,3422.498137420318
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,16,"Weight = fp16, KV Cache = fp16",5.115864758961834,3202.5866147651677
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,16,"Weight = fp16, KV Cache = fp8",5.11744970199652,3201.5947305955838
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = fp16, KV Cache = fp16",11.554364035022445,2835.984732753519
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,16,"Weight = fp16, KV Cache = fp8",11.534232096048072,2840.9346827022123
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,16,"Weight = fp16, KV Cache = fp16",27.32970992999617,2397.9764208206943
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,16,"Weight = fp16, KV Cache = fp8",28.06788260000758,2334.910721052478
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,32,"Weight = fp16, KV Cache = fp16",1.4679405950009823,5580.607299707873
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,32,"Weight = fp16, KV Cache = fp8",1.3325938739581034,6147.409319591061
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,32,"Weight = fp16, KV Cache = fp16",3.318274581921287,4937.505801739178
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,32,"Weight = fp16, KV Cache = fp8",2.8997331650462,5650.175056620757
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,32,"Weight = fp16, KV Cache = fp16",8.200084572890773,3996.0563465808627
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,32,"Weight = fp16, KV Cache = fp8",6.3609180530766025,5151.457655416739
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = fp16, KV Cache = fp16",22.486608396982774,2914.4457377927006
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,32,"Weight = fp16, KV Cache = fp8",15.038356370991096,4357.923059092986
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,32,"Weight = fp16, KV Cache = fp16",68.62714412703644,1909.9148255006971
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,32,"Weight = fp16, KV Cache = fp8",40.38808586704545,3245.313492485858
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,64,"Weight = fp16, KV Cache = fp16",1.959332135040313,8362.033014715445
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,128,64,"Weight = fp16, KV Cache = fp8",1.7151172159938142,9552.699866350762
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,64,"Weight = fp16, KV Cache = fp16",4.5318613649578765,7230.58305652838
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,256,64,"Weight = fp16, KV Cache = fp8",3.816341420984827,8586.233878294895
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,64,"Weight = fp16, KV Cache = fp16",11.30980557797011,5794.617736635083
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,512,64,"Weight = fp16, KV Cache = fp8",8.9475641179597,7324.451564248089
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = fp16, KV Cache = fp16",31.708197535946965,4133.694444517265
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,1024,64,"Weight = fp16, KV Cache = fp8",22.55012806900777,5812.472532257654
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,64,"Weight = fp16, KV Cache = fp16",101.13119916000869,2592.1179831481936
Nvidia H100 GPU,1,vLLM,mistralai/Mistral-7B-v0.1,2048,64,"Weight = fp16, KV Cache = fp8",64.47811656096019,4065.627440469025
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,1,"Weight = fp16, KV Cache = fp16",1.010333460289985,253.3816903644101
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,1,"Weight = fp16, KV Cache = fp8",0.9973997483029962,256.6673998420047
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,1,"Weight = fp16, KV Cache = fp16",2.0343496394343674,251.6774845755408
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,1,"Weight = fp16, KV Cache = fp8",2.050437508150935,249.70280633508148
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,1,"Weight = fp16, KV Cache = fp16",4.176329005975276,245.19141057491245
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,1,"Weight = fp16, KV Cache = fp8",4.141500025987625,247.25340904852615
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,"Weight = fp16, KV Cache = fp16",8.197732408065349,249.82518311833073
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,"Weight = fp16, KV Cache = fp8",8.367716738022864,244.75015874926765
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,1,"Weight = fp16, KV Cache = fp16",16.666050790809095,245.7690817946409
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,1,"Weight = fp16, KV Cache = fp8",16.961227899882942,241.4919500037063
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,16,"Weight = fp16, KV Cache = fp16",1.1884269518777728,3446.572794001448
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,16,"Weight = fp16, KV Cache = fp8",1.1969947698526084,3421.903005060214
