Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Parallelism Type,Latency,Throughput
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,Tensor Parallelism,20.41052453517914,6421.78498519659
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,1,Tensor Parallelism,19.556518340110777,209.4442338235139
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,16,Tensor Parallelism,29.041312050819396,2256.647354131884
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,32,Tensor Parallelism,39.51940789222717,3316.6488819226397
Nvidia A100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,64,Tensor Parallelism,56.77401163578033,4617.323885472814
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,1,Tensor Parallelism,0.7338385581970215,348.8505709334354
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,16,Tensor Parallelism,0.9849820852279663,4158.451266707062
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,32,Tensor Parallelism,1.0171454429626465,8053.912109303764
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,64,Tensor Parallelism,1.1847197771072389,13829.430652373543
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,1,Tensor Parallelism,1.4853119611740113,344.70873014131524
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,16,Tensor Parallelism,2.006787896156311,4082.1454104295212
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,32,Tensor Parallelism,2.110030007362366,7764.81848259625
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,64,Tensor Parallelism,2.5161744594573974,13022.944365736183
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,1,Tensor Parallelism,3.0600759506225588,334.6322171486207
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,16,Tensor Parallelism,4.2136691331863405,3888.2977002066036
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,32,Tensor Parallelism,4.592779040336609,7134.678091894098
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,64,Tensor Parallelism,5.629194259643555,11642.163509942504
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,Tensor Parallelism,6.444977450370788,317.7668216484102
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,Tensor Parallelism,9.12388858795166,3591.451132280487
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,Tensor Parallelism,10.19384286403656,6428.9788330177425
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,Tensor Parallelism,13.474407601356507,9727.477739860311
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,1,Tensor Parallelism,14.127896046638488,289.9228580447107
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,16,Tensor Parallelism,20.92482762336731,3131.9732319712975
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,32,Tensor Parallelism,24.944194960594178,5254.609347267458
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,64,Tensor Parallelism,35.83048858642578,7316.227334374449
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,1,Tensor Parallelism,1.6843978404998778,151.9830967748255
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,16,Tensor Parallelism,1.965310525894165,2084.1490166732947
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,32,Tensor Parallelism,2.1042845964431764,3893.0095358045905
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,64,Tensor Parallelism,2.535006070137024,6463.100894710837
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,1,Tensor Parallelism,3.3914273500442507,150.96888335034495
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,16,Tensor Parallelism,4.0440366744995115,2025.6987409773772
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,32,Tensor Parallelism,4.402769064903259,3721.2944304995026
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,64,Tensor Parallelism,5.431574892997742,6032.872720257201
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,1,Tensor Parallelism,6.863088774681091,149.20395664670423
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,16,Tensor Parallelism,8.571207618713379,1911.515941374361
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,32,Tensor Parallelism,9.535366344451905,3436.4699599681203
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,64,Tensor Parallelism,12.117236042022705,5408.494129578762
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,1,Tensor Parallelism,1.076718306541443,237.75949423791704
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,16,Tensor Parallelism,1.3069482326507569,3134.0185461611427
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,32,Tensor Parallelism,1.4552581310272217,5629.241868050942
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,128,64,Tensor Parallelism,1.7460634469985963,9383.393271397641
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,1,Tensor Parallelism,2.1744121313095093,235.46594163437413
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,16,Tensor Parallelism,2.6876416921615602,3048.0253464930847
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,32,Tensor Parallelism,3.0259775161743163,5414.448690522317
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,256,64,Tensor Parallelism,3.710058641433716,8832.205408844191
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,1,Tensor Parallelism,4.434425139427185,230.92057432550877
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,16,Tensor Parallelism,5.631867098808288,2909.1595580206213
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,32,Tensor Parallelism,6.549996995925904,5002.750386050816
Nvidia A100 GPU,2,TensorRT-LLM,Qwen/Qwen2-7B,512,64,Tensor Parallelism,8.182560133934022,8009.229254327706
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,1,Tensor Parallelism,0.7429665327072144,344.56464555299635
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,16,Tensor Parallelism,0.9294462442398072,4406.925118461383
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,32,Tensor Parallelism,1.010357403755188,8108.021943079601
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,128,64,Tensor Parallelism,1.2004240989685058,13648.509734250052
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,1,Tensor Parallelism,1.5053999185562135,340.10895954547726
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,16,Tensor Parallelism,1.8919216632843017,4329.989004819053
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,32,Tensor Parallelism,2.0801291942596434,7876.433850942307
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,256,64,Tensor Parallelism,2.825531029701233,11597.11206691821
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,1,Tensor Parallelism,3.0930329084396364,331.06663598887616
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,16,Tensor Parallelism,3.944455122947693,4153.678895896838
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,32,Tensor Parallelism,4.88149402141571,6712.698992612259
Nvidia A100 GPU,4,TensorRT-LLM,Qwen/Qwen2-7B,512,64,Tensor Parallelism,5.6475543737411495,11604.315011948529
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,1,Pipeline Parallelism,1.5100929021835328,169.5259938178866
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,16,Pipeline Parallelism,3.431999921798706,1193.4732206675844
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,32,Pipeline Parallelism,2.1091787815093994,3883.9761104260347
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,64,Pipeline Parallelism,2.6790168285369873,6115.676402431302
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,1,Pipeline Parallelism,3.0554789900779724,167.567835243709
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,16,Pipeline Parallelism,3.9291667342185974,2084.9204307511177
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,32,Pipeline Parallelism,4.781521677970886,3426.524253875768
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,64,Pipeline Parallelism,6.469397127628326,5065.077835469456
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,1,Pipeline Parallelism,6.20258367061615,165.0924928028062
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,16,Pipeline Parallelism,9.068403959274292,1806.7126336210486
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,32,Pipeline Parallelism,11.858430564403534,2763.2661693329396
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,64,Pipeline Parallelism,23.7696972489357,2757.1238839793978
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,Pipeline Parallelism,12.805031418800354,159.93713197713245
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,Pipeline Parallelism,22.885116481781004,1431.8476388829756
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,Pipeline Parallelism,45.04236905574798,1454.9856362769792
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,Pipeline Parallelism,78.1146157026291,1677.9446307330234
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,1,Pipeline Parallelism,26.992919754981994,151.74349559735992
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,16,Pipeline Parallelism,86.99101371765137,753.365171863747
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,32,Pipeline Parallelism,150.40837161540986,871.4408552680004
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,64,Pipeline Parallelism,301.24236011505127,870.2096209174608
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,1,Pipeline Parallelism,1.512316632270813,169.27672058701373
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,Pipeline Parallelism,12.798056054115296,160.02430301447637
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,Pipeline Parallelism,48.32542481422424,678.0695695065049
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,Pipeline Parallelism,45.80450673103333,1430.776241840811
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,Pipeline Parallelism,79.52457239627839,1648.1949672971011
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,1,Pipeline Parallelism,27.037038707733153,151.4958810495936
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,16,Pipeline Parallelism,90.0954294681549,727.4064887294236
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,32,Pipeline Parallelism,177.30699338912964,739.2376211148126
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,64,Pipeline Parallelism,305.74294340610504,857.4000010584235
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,1,Pipeline Parallelism,1.5370859146118163,166.54892063379006
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,Pipeline Parallelism,13.015058970451355,157.35618291470382
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,Pipeline Parallelism,35.50584967136383,922.8901801617224
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,Pipeline Parallelism,70.69848701953887,926.9788189652188
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,Pipeline Parallelism,92.30839591026306,1419.9358434028113
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,1,Pipeline Parallelism,27.52486641407013,148.81089478807468
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,16,Pipeline Parallelism,141.78190896511077,462.23104540175774
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,32,Pipeline Parallelism,182.19805812835693,719.3929581162765
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,64,Pipeline Parallelism,288.5547077655792,908.4724419501234
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,1,Pipeline Parallelism,110.19726462364197,18.58485332639207
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,1,Pipeline Parallelism,223.7311087846756,18.307690969976342
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,1,Pipeline Parallelism,1.7611476182937622,145.3597627710608
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,16,Pipeline Parallelism,2.0410414934158325,2006.8185841460008
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,32,Pipeline Parallelism,2.2514976859092712,3638.466986339205
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,64,Pipeline Parallelism,2.7308430671691895,5999.612426276756
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,1,Pipeline Parallelism,3.581385850906372,142.96141809752885
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,16,Pipeline Parallelism,4.2348281145095825,1934.4350652467226
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,32,Pipeline Parallelism,4.732868075370789,3461.7487196104494
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,64,Pipeline Parallelism,5.887991905212402,5565.225042342841
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,1,Pipeline Parallelism,7.274572730064392,140.7642810096609
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,16,Pipeline Parallelism,9.010318458080292,1818.3597035138223
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,32,Pipeline Parallelism,10.36736398935318,3160.687715185005
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,64,Pipeline Parallelism,13.445159494876862,4874.319268951165
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,Pipeline Parallelism,14.67550723552704,139.55224627889672
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,Pipeline Parallelism,20.15099263191223,1626.123367645263
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,Pipeline Parallelism,25.037958669662476,2617.4657792453118
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,Pipeline Parallelism,35.82631618976593,3658.539697627124
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,1,Pipeline Parallelism,30.933376669883728,132.413607596477
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,16,Pipeline Parallelism,49.25287228822708,1330.6026015393436
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,32,Pipeline Parallelism,63.92402684688568,2050.434030289594
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,64,Pipeline Parallelism,161.99349409341812,1618.2378278033023
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,1,Pipeline Parallelism,1.672762656211853,153.04024097461559
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,16,Pipeline Parallelism,1.9248948097229004,2127.908485861439
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,32,Pipeline Parallelism,2.1499767303466797,3810.2737970931694
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,64,Pipeline Parallelism,2.570858895778656,6372.967426140146
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,1,Pipeline Parallelism,3.3738913536071777,151.75355289748674
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,16,Pipeline Parallelism,3.9925740361213684,2051.8091651866303
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,32,Pipeline Parallelism,4.470934748649597,3664.558066956497
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,64,Pipeline Parallelism,5.566715180873871,5886.415765007046
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,1,Pipeline Parallelism,6.822290897369385,150.09620894278274
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,16,Pipeline Parallelism,8.535608291625977,1919.488270809456
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,32,Pipeline Parallelism,9.806951940059662,3341.303210240944
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,64,Pipeline Parallelism,12.786131143569946,5125.553559878634
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,Pipeline Parallelism,13.974966645240784,146.54775585439072
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,Pipeline Parallelism,19.286153495311737,1699.0427877682068
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,Pipeline Parallelism,23.233641982078552,2820.7372761683982
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,Pipeline Parallelism,32.429650008678436,4041.733412630851
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,1,Pipeline Parallelism,29.18047034740448,140.367853952852
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,16,Pipeline Parallelism,47.42074120044708,1382.0112959217543
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,32,Pipeline Parallelism,61.859402537345886,2118.869478586848
Nvidia A100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,64,Pipeline Parallelism,158.58702480793,1652.9977803511435
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,1,Pipeline Parallelism,1.6843978404998778,151.9830967748255
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,16,Pipeline Parallelism,1.965310525894165,2084.1490166732947
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,32,Pipeline Parallelism,2.1042845964431764,3893.0095358045905
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,128,64,Pipeline Parallelism,2.535006070137024,6463.100894710837
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,1,Pipeline Parallelism,3.3914273500442507,150.96888335034495
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,16,Pipeline Parallelism,4.0440366744995115,2025.6987409773772
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,32,Pipeline Parallelism,4.402769064903259,3721.2944304995026
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,256,64,Pipeline Parallelism,5.431574892997742,6032.872720257201
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,1,Pipeline Parallelism,6.863088774681091,149.20395664670423
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,16,Pipeline Parallelism,8.571207618713379,1911.515941374361
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,32,Pipeline Parallelism,9.535366344451905,3436.4699599681203
Nvidia A100 GPU,1,TensorRT-LLM,Qwen/Qwen2-7B,512,64,Pipeline Parallelism,12.117236042022705,5408.494129578762
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,1,Hybird Tensor (2) and Pipeline (2) Parallelism,0.9987158060073853,256.3291763884499
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,Hybird Tensor (2) and Pipeline (2) Parallelism,8.588913297653198,238.44692908468267
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,Hybird Tensor (2) and Pipeline (2) Parallelism,22.6291175365448,1448.0458615799512
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,Hybird Tensor (2) and Pipeline (2) Parallelism,28.302563786506653,2315.549944321458
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,Hybird Tensor (2) and Pipeline (2) Parallelism,40.26574354171753,3255.1739635504855
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,1,Hybird Tensor (2) and Pipeline (2) Parallelism,18.54688150882721,220.84575231963112
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,TP,28.91959810256958,4532.289817276331
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,TP,21.365115809440614,6134.860263293455
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,TP,12.191041469573975,10751.501446953935
Nvidia A100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,PP,32.4559805393219,4038.4544796358964
Nvidia A100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,PP,24.011948347091675,5458.615773504087
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,PP,23.67310380935669,5536.747570388061
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,Hybrid TP = 2 and PP = 2,15.891206741333008,8248.083492557043
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,1,TP,1.0944568634033203,233.90597524688462
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,1,TP,2.197142481803894,233.0299487813092
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,1,TP,4.4608759641647335,229.55132763744902
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,1,TP,9.22297556400299,222.05415007205326
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,1,PP,2.798696255683899,91.47116250292869
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,1,PP,5.584914803504944,91.67552559238369
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,1,PP,11.214724397659301,91.30853007976957
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,1,PP,22.730333757400512,90.09986487036139
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,1,EP,1.9245880842208862,133.01547593423567
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,1,EP,3.838840389251709,133.37360975818072
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,1,EP,8.111860203742982,126.23491705731135
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,1,EP,15.419462323188782,132.81915783276602
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,1,Hybrid TP = 2 and EP = 2,1.389287519454956,184.2671127575044
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,1,Hybrid TP = 2 and EP = 2,2.7997932195663453,182.8706478828114
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,1,Hybrid TP = 2 and EP = 2,5.59253191947937,183.10132418436478
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,1,Hybrid TP = 2 and EP = 2,11.483972859382629,178.33549635453417
