Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput,area,avg_power,sum_power,Throughput_per_watt_area,Throughput_per_watt_avg,Throughput_per_watt_sum
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,1,1.405396524,364.3099946,,850.2658333,,,0.428466,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,1,2.454349955,417.2184158,,899.8201,,,0.463669,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,1024,1,4.972908103,411.8314591,,880.0061,,,0.467987,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,2048,1,9.9284643,412.551214,,890.48165,,,0.46329,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,16,0.728302419,5624.037341,,955.2026667,,,5.887795,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,16,1.486421186,5511.223923,,1092.5445,,,5.044393,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,16,2.992849483,5474.381553,,1027.496667,,,5.327883,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,1024,16,6.23739463,5253.47552,,1024.71724,,,5.126756,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,2048,16,14.42713812,4542.550259,,1013.839845,,,4.48054,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,32,1.136196348,7210.021414,,945.5364,,,7.625324,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,32,1.674005159,9787.30556,,1188.420429,,,8.235558,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,32,3.399353039,9639.481285,,1124.483214,,,8.572366,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,128,64,1.22897255,13331.46131,,1052.5012,,,12.666457,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,256,64,2.225302387,14725.18979,,1266.601,,,11.625753,
Habana Gaudi2,4,Deepspeed,Qwen/Qwen2-7B,512,64,4.492675105,14587.3001,,1236.464167,,,11.797592,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,0.925874526,276.4953488,,712.97525,,,0.387805,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.887563548,271.2491458,,713.458125,,,0.380189,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,3.801298298,269.381648,,713.937,,,0.377319,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,7.721444671,265.2353397,,713.8638065,,,0.371549,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,15.94762515,256.8407498,,716.2322188,,,0.3586,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,1.139222953,3595.433176,,778.7434,,,4.616968,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,2.380855829,3440.77953,,770.7896,,,4.463967,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,5.182226592,3161.575379,,763.9210952,,,4.138615,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,1.345078718,6090.349873,,821.7655,,,7.411299,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,2.885232175,5678.572471,,794.4951667,,,7.147397,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.782829351,9189.886846,,852.74375,,,10.776845,
Habana Gaudi2,1,Deepspeed,mistralai/Mistral-7B-v0.1,256,64,3.929808453,8338.319893,,845.1385625,,,9.866216,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,1.149878599,222.632198,,668.3494,,,0.333108,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.725772914,296.6786626,,727.1518571,,,0.408001,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,3.163349721,323.7074906,,758.1153846,,,0.42699,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,6.572617567,311.5957956,,751.6028889,,,0.414575,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,13.15800988,311.2932759,,759.9719245,,,0.409612,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,1.159571535,3532.33921,,815.2498,,,4.332831,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,2.184363074,3750.292292,,781.3117778,,,4.799995,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,4.248475809,3856.441872,,827.5001765,,,4.660352,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,1.24280929,6591.518156,,891.3228,,,7.395209,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,2.429755541,6743.065187,,892.1764,,,7.557995,
Habana Gaudi2,2,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.583973346,10343.6084,,942.7458571,,,10.971789,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,1,0.742476144,344.7922227,,790.1403333,,,0.436368,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,1,1.441954789,355.0735459,,808.2165,,,0.43933,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,512,1,3.441693798,297.5279209,,751.7517143,,,0.39578,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,1024,1,6.242172061,328.0909241,,780.54808,,,0.420334,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,2048,1,12.72035296,322.0036434,,800.4501569,,,0.402278,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,16,0.979570798,4181.423138,,922.526,,,4.53258,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,16,1.679591895,4877.375287,,948.4894286,,,5.142256,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,512,16,3.396765114,4823.412703,,955.5457857,,,5.047809,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,32,1.227582799,6673.276952,,743.4698,,,8.975855,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,32,1.732954466,9454.374204,,1121.840571,,,8.427556,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,128,64,1.22661254,13357.11112,,1038.9328,,,12.856569,
Habana Gaudi2,4,Deepspeed,mistralai/Mistral-7B-v0.1,256,64,2.465106991,13292.72933,,1032.2979,,,12.876835,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,128,1,4.741651928,53.989623,,873.9601053,,,0.0618,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,256,1,9.672908396,52.93133968,,879.7667179,,,0.0602,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,512,1,19.2445535,53.20986012,,879.5182597,,,0.0605,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,1024,1,38.9949394,52.51963541,,871.1695449,,,0.0603,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,2048,1,78.38083717,52.25767098,,878.9882006,,,0.0595,
Habana Gaudi2,2,Deepspeed,meta-llama/Meta-Llama-3-70B,128,16,6.238152429,656.6046673,,960.5666,,,0.68356,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,128,1,2.993666239,85.51387482,,1127.6715,,,0.0758,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,256,1,5.928964113,86.35572593,,1082.387667,,,0.0798,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,512,1,11.66872047,87.75598001,,1116.472617,,,0.0786,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,1024,1,23.4549911,87.31617041,,1112.902,,,0.0785,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,2048,1,47.71622487,85.84082272,,1108.584251,,,0.0774,
Habana Gaudi2,4,Deepspeed,meta-llama/Meta-Llama-3-70B,128,16,3.678644898,1113.45349,,1262.281933,,,0.882096,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,1,0.860721498,297.4248936,,358.3613333,,,0.829958,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,1,1.732882274,295.4615023,,375.1774444,,,0.787525,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,1,3.608803313,283.7505708,,374.244027,,,0.758197,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,1,7.263120857,281.9724524,,390.8280274,,,0.721474,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,1,14.68449257,278.9337106,,407.7778591,,,0.684033,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,16,1.079980982,3792.659379,,410.04925,,,9.249278,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,16,2.293681644,3571.550577,,438.9485417,,,8.136604,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,16,5.08068641,3224.76112,,458.8996111,,,7.02716,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,16,12.1957211,2686.843994,,513.405416,,,5.233377,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,16,32.64236832,2007.697461,,578.3195273,,,3.471606,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,32,1.328467489,6166.503936,,420.2771429,,,14.67247,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,32,3.038512607,5392.111904,,448.7643333,,,12.015464,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,32,6.980479697,4694.233265,,497.5148889,,,9.435362,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,32,18.03559558,3633.703124,,555.4698791,,,6.541674,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,32,52.23611752,2509.221707,,620.413589,,,4.044434,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,64,1.910416418,8576.140702,,424.658,,,20.195406,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,64,4.274438979,7666.035276,,468.641587,,,16.357992,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,64,10.660266,6147.688999,,524.4428182,,,11.722325,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,64,29.80727017,4397.316469,,594.6471433,,,7.394833,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,2048,64,109.83406,2386.727761,,614.1685337,,,3.886112,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,128,1,0.86626409,295.5218887,,351.1635556,,,0.841551,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,256,1,1.762737266,290.4573528,,361.2263333,,,0.804087,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,512,1,3.603772992,284.1466436,,368.2722432,,,0.771567,
Nvidia GH200 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,1,7.230190237,283.2567239,,384.2999315,,,0.737072,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,1,0.948009252,270.0395586,,372.0158,,,0.725882,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,1,1.887149566,271.3086494,,385.7273,,,0.703369,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,1,3.784317225,270.5904233,,391.1724103,,,0.691742,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,7.540136943,271.613104,,395.5623506,,,0.686651,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,1,15.29771106,267.7524752,,404.1298377,,,0.662541,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,16,1.105748634,3704.277694,,407.6444167,,,9.087032,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,16,2.278965984,3594.61267,,418.40875,,,8.591151,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,16,4.905629998,3339.836067,,422.8836531,,,7.897766,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,10.66363345,3072.873814,,428.2049907,,,7.176175,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,16,25.04547399,2616.680364,,430.9093123,,,6.072462,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,32,1.285767461,6371.292048,,424.7012857,,,15.00182,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,32,2.677100708,6120.053665,,411.5595172,,,14.870398,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,32,5.787154458,5662.195512,,442.5350172,,,12.79491,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,13.08007768,5010.367797,,446.9350301,,,11.210506,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,32,31.81401367,4119.945422,,466.2061975,,,8.837174,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,64,1.671736606,9800.586971,,400.5943,,,24.465118,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,64,3.626109534,9036.682343,,419.9134737,,,21.520344,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,64,7.975813434,8216.842149,,439.7395366,,,18.685702,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,19.29438244,6793.272624,,456.2539072,,,14.889237,
Nvidia GH200 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,64,50.57271673,5183.506384,,475.1309396,,,10.909638,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,128,1,0.977487373,261.8959662,,348.2295,,,0.752079,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,256,1,1.934960524,264.6048814,,361.45875,,,0.732047,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,512,1,3.86747356,264.7723337,,367.8674103,,,0.719749,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,1024,1,7.759561803,263.9324297,,370.8783205,,,0.711642,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,2048,1,15.58515761,262.8141532,,373.9133987,,,0.702874,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,128,16,1.072722583,3818.321778,,395.6170909,,,9.651559,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,256,16,2.200378711,3722.995482,,398.8572174,,,9.334156,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,512,16,4.611204101,3553.084973,,396.0436596,,,8.971448,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,1024,16,10.23109073,3202.786573,,390.9732451,,,8.191831,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,2048,16,22.08702764,2967.171548,,394.0640224,,,7.529669,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,128,32,1.285643099,6371.908352,,393.2014286,,,16.205201,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,256,32,2.645427501,6193.327919,,398.9706207,,,15.523268,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,512,32,5.562570753,5890.801476,,390.5018305,,,15.085208,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,1024,32,12.4089598,5281.345179,,390.9387109,,,13.509394,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,2048,32,29.70836161,4411.95653,,389.2544381,,,11.334377,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,128,64,1.691647316,9685.23394,,414.2269412,,,23.381468,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,256,64,3.467762471,9449.320787,,413.1174444,,,22.873207,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,512,64,7.334878331,8934.844866,,415.6217895,,,21.497537,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,1024,64,16.88454754,7762.83757,,413.2227151,,,18.786086,
Nvidia GH200 GPU,1,vLLM,Qwen/Qwen2-7B,2048,64,42.19603859,6212.526312,,400.421972,,,15.514949,
Nvidia H100 GPU,1,vLLM,BAAI/Aquila-7B,1024,32,19.50761359,3359.508824,,783.9212273,,,4.285518,
Nvidia H100 GPU,1,vLLM,bigscience/bloom-7b1,1024,32,19.57130919,3348.57517,,770.5730758,,,4.345565,
Nvidia H100 GPU,1,vLLM,Deci/DeciLM-7B,1024,32,12.32762895,5316.188561,,622.459592,,,8.540616,
Nvidia H100 GPU,1,vLLM,EleutherAI/gpt-j-6b,1024,32,18.11637458,3617.500825,,764.4364802,,,4.732245,
Nvidia H100 GPU,1,vLLM,meta-llama/Llama-2-7b-hf,1024,32,19.29255694,3396.957708,,773.9531077,,,4.3891,
Nvidia H100 GPU,1,vLLM,huggyllama/llama-7b,1024,32,19.31274205,3393.407307,,778.2856513,,,4.360105,
Nvidia H100 GPU,1,vLLM,facebook/opt-6.7b,1024,32,19.41951473,3374.749622,,774.7645612,,,4.355839,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen1.5-7B,1024,32,19.68455646,3329.310475,,779.079935,,,4.273388,
Nvidia H100 GPU,1,vLLM,Qwen/Qwen2-7B,1024,32,12.54826211,5222.715258,,623.4640709,,,8.376931,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,1,2.385308685,107.3236356,,1671.948125,,,0.0642,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,1,4.774219205,107.2426669,,1687.872271,,,0.0635,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,1,9.544498176,107.2869397,,1703.015167,,,0.063,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,1,19.11940347,107.1163127,,1706.657469,,,0.0628,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,1,38.34677146,106.814729,,1717.490091,,,0.0622,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,16,2.682377149,1527.003763,,1792.052407,,,0.852098,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,16,5.547097843,1476.808276,,1780.747418,,,0.829319,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,16,11.44827632,1431.132473,,1742.361,,,0.821375,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,16,24.21906217,1352.983851,,1724.544967,,,0.784545,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,16,49.48134579,1324.458722,,1775.160272,,,0.746107,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,32,3.195634441,2563.497218,,1814.215727,,,1.413006,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,32,6.589562836,2486.356137,,1807.340742,,,1.375699,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,32,13.72506727,2387.456422,,1778.41537,,,1.342463,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,32,29.6560371,2209.870448,,1756.453152,,,1.258144,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,32,63.45352453,2065.637819,,1792.686481,,,1.152258,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,128,64,3.703812559,4423.549988,,1878.156263,,,2.355262,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,256,64,7.547888157,4341.346787,,1874.640909,,,2.315828,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,512,64,15.99107511,4098.286048,,1873.46337,,,2.187545,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,1024,64,34.60332821,3787.843736,,1884.029354,,,2.010501,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-70B,2048,64,81.07048113,3233.532062,,1871.040021,,,1.7282,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,1,1.012568023,252.8225207,,599.598,,,0.421653,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,1,2.037901442,251.2388428,,607.922,,,0.413275,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,1,4.141565977,247.2494717,,608.1178095,,,0.406582,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,8.243811833,248.4287659,,613.386,,,0.405012,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,1,16.54009761,247.6406184,,614.9194048,,,0.40272,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,16,1.262782818,3243.629816,,620.5873333,,,5.22671,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,16,2.450203239,3343.396119,,635.14172,,,5.264016,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,16,5.190738047,3156.391221,,636.5140962,,,4.958871,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,11.23711978,2916.049722,,643.3126991,,,4.532865,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,16,26.02573704,2518.12273,,650.7227909,,,3.869732,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,32,1.342154766,6103.618008,,642.8568571,,,9.494521,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,32,2.838634845,5771.788516,,637.4184138,,,9.054945,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,32,5.986412403,5473.729138,,655.8943607,,,8.345443,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,13.55327889,4835.435064,,670.4891985,,,7.211802,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,32,32.84376491,3990.772689,,692.958203,,,5.759038,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,128,64,1.779936282,9204.823884,,637.14,,,14.447098,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,256,64,3.743018348,8754.432106,,648.9301579,,,13.490561,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,512,64,8.21643462,7976.209029,,663.2216786,,,12.02646,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,19.47825804,6729.143836,,684.6859388,,,9.828074,
Nvidia H100 GPU,1,vLLM,meta-llama/Meta-Llama-3-8B,2048,64,50.84537559,5155.709776,,716.7029824,,,7.193649,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,128,1,0.810393852,315.8957825,,732.4378889,,,0.431294,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,256,1,1.61323495,317.3747259,,745.0915882,,,0.425954,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,512,1,3.222040674,317.8110097,,747.8311515,,,0.424977,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,6.469435914,316.5654668,,750.2497879,,,0.421947,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,2048,1,12.99750435,315.1374209,,760.8102519,,,0.414213,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,128,16,0.961954079,4257.999513,,780.8058,,,5.45334,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,256,16,2.052318623,3991.582939,,785.3928,,,5.082276,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,512,16,4.182951303,3916.851719,,782.7167442,,,5.004175,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,9.253407971,3541.181811,,780.362,,,4.537871,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,2048,16,20.34083659,3221.893048,,817.5638058,,,3.940846,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,128,32,1.112204858,7365.549558,,790.28525,,,9.320115,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,256,32,2.367868429,6919.30337,,791.0191667,,,8.747327,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,512,32,4.93613934,6638.386347,,804.8988235,,,8.247479,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,1024,32,11.11196961,5897.784309,,823.9413482,,,7.158015,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,2048,32,26.70976472,4907.268985,,850.3808376,,,5.770672,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,128,64,1.441549262,11365.54985,,768.2141875,,,14.794767,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,256,64,3.075858147,10653.28713,,790.7715,,,13.472017,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,512,64,6.824278755,9603.359176,,807.786029,,,11.888494,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,1024,64,15.53740106,8435.902471,,850.5301026,,,9.918406,
Nvidia H100 GPU,2,vLLM,meta-llama/Meta-Llama-3-8B,2048,64,39.25314298,6678.293255,,893.7208509,,,7.47246,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,128,1,0.633064746,404.3820187,,1060.148714,,,0.381439,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,256,1,1.256501246,407.4806942,,1072.339308,,,0.379992,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,512,1,2.519195537,406.4789672,,1076.889269,,,0.377457,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,1024,1,5.040154407,406.3367577,,1083.927804,,,0.374874,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,2048,1,10.20213379,401.4846388,,1093.808594,,,0.367052,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,128,16,0.761495841,5378.886895,,1108.569875,,,4.852095,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,256,16,1.580327459,5183.735784,,1122.66325,,,4.617356,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,512,16,3.388271188,4835.50433,,1103.744314,,,4.381,
Nvidia H100 GPU,4,vLLM,meta-llama/Meta-Llama-3-8B,1024,16,7.47344217,4384.592702,,1120.103027,,,3.914455,
