Hardware,Num of Hardware,Framework,Model,Input Output Length,Batch Size,Latency,Throughput
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,64,4.2103147268295285,7782.79110376034
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,512,64,9.202732467651368,7121.363163643663
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,1024,64,20.279404997825623,6463.30600005541
Nvidia A100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,2048,64,49.392586898803714,5307.355140905753
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,1,4.298348784446716,59.55775411393292
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,1,8.65412825345993,59.16251585424584
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,1,17.559316873550415,58.31661945473804
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,1,36.02722257375717,56.84590300590635
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,1,75.04397118091583,54.581333257609366
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,16,5.087415874004364,805.1238784958995
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,16,10.208289921283722,802.4850453081403
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,16,20.700579822063446,791.4754147387372
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,16,84.97920141220092,385.6002345921707
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,32,169.71768877506256,386.14713924639256
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,64,414.93171803951265,315.8881191808972
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,64,1731.3787945985794,151.40765314777818
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,128,1,4.240084111690521,60.376160768644
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,256,1,8.537732601165771,59.969083586676135
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,1,17.297742009162903,59.19847801277011
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,1,35.366554379463196,57.90781816136552
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,1,73.73751842975616,55.54838414994846
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,128,16,4.981491684913635,822.2436689806525
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,256,16,10.016632437705994,817.8397331584755
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,16,20.388428270816803,803.5930863514092
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,16,77.07209020853043,425.1603908930084
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,16,307.94736617803574,212.81558862923094
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,128,32,5.44360226392746,1504.8858463236845
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,256,32,10.930146992206573,1498.9734366502244
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,32,39.8722842335701,821.8239970413155
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,32,162.97442746162415,402.1244376847519
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,32,348.35320339202883,376.26179040040154
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,128,64,6.4862223863601685,2525.969512617051
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,256,64,21.8426673412323,1500.1830814931654
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,64,80.91447502374649,809.9416078614702
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,64,190.39310443401337,688.4282936067523
Nvidia A100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,64,722.3382705450058,362.91030212508576
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,1,0.8444228172302246,303.16565916551235
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,16,0.9887202024459839,4142.729146089006
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,32,1.0865108251571656,7539.731597993986
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,64,1.3719992160797119,11941.69778523263
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,1,1.680711317062378,304.6329222646614
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,16,2.141699457168579,3824.9998021805472
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,32,2.4409314155578614,6712.191868879498
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,64,3.2508936166763305,10079.690037197082
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,1,3.491517949104309,293.28218125376964
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,16,4.775070214271546,3431.153734877475
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,32,5.941142916679382,5515.43709005988
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,64,8.552200555801392,7663.056960882846
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,7.188259768486023,284.9090135805353
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,11.6332617521286,2816.7508561392306
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,15.931466126441956,4113.620145180978
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,32.58724129199982,4022.1876661949364
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,1,15.361526441574096,266.64016857821343
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,16,31.471632862091063,2082.3832143435093
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,32,62.46074781417847,2098.4699124951385
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,64,112.57225480079651,2328.67326379737
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,1,0.6011487960815429,425.8513061469641
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,16,0.7168238162994385,5714.095858512854
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,32,0.8444545984268188,9700.935983131989
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,64,0.9956882476806641,16454.949667392935
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,1,1.2121031284332275,422.40630189760714
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,16,1.4914570569992065,5492.615400192752
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,32,1.821604609489441,8994.267973768525
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,64,2.2613657474517823,14490.358331872934
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,1,2.5049174070358275,408.79591363922117
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,16,3.2638062715530394,5019.905789997728
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,32,4.16092894077301,7875.164528503681
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,64,5.5708071947097775,11764.183844351166
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,5.326974153518677,384.4584075271353
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,7.5628969192504885,4332.731273461206
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,10.399682450294495,6301.730876229222
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,15.254214262962341,8592.510747554299
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,1,11.536294436454773,355.0533511919227
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,16,19.281332278251647,3398.9352527222013
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,32,29.179990434646605,4491.845201031074
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,64,58.37066125869751,4491.023304296374
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,1,0.4804847240447998,532.7952943955214
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,16,0.5682293176651001,7208.357387877825
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,32,0.6125725030899047,13373.110870433069
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,128,64,0.7768381357192993,21090.622674992042
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,1,0.9761498212814331,524.509648865044
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,16,1.1578425645828248,7075.227885538661
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,32,1.3128844022750854,12479.39268042816
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,256,64,1.7025415897369385,19246.519554957256
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,1,2.021614146232605,506.5259371617889
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,16,2.4676419734954833,6639.536924715059
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,32,2.9443422317504884,11129.141051146955
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,512,64,3.934105086326599,16658.426392263224
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,1,4.370944619178772,468.5486041195336
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,16,5.511748266220093,5945.119119613203
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,32,6.893136978149414,9507.42749023309
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,1024,64,9.931445336341858,13197.676225470621
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,1,9.651181483268738,424.4039972826969
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,16,13.10138692855835,5002.2184946805055
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,32,18.04290039539337,7264.463979054315
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-7b-hf,2048,64,28.383370804786683,9235.830437581113
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,128,1,2.3088122606277466,110.87952206663861
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,128,16,2.6241427421569825,1560.8906993501375
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,128,32,3.1021173000335693,2640.7769944454876
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,128,64,3.532482886314392,4638.097487598648
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,256,1,4.602124357223511,111.25296933716338
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,256,16,5.437031078338623,1506.704648541977
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,256,32,6.25420572757721,2619.6771762330445
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,256,64,7.295116305351257,4491.772115540279
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,1,9.471236991882325,108.11681735740085
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,16,11.156848859786987,1468.5150086646252
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,32,12.91103732585907,2537.983523165107
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,512,64,15.12087435722351,4334.140900303975
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,1,19.740791463851927,103.74457395744068
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,16,23.58228623867035,1389.517524652333
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,32,26.71548488140106,2453.1091346811086
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,1024,64,32.01539030075073,4094.0309884938833
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,1,41.42006161212921,98.88927830084519
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,16,52.30802536010742,1252.886140297333
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,32,57.372283935546875,2284.5874524927194
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Llama-2-70b-hf,2048,64,71.02506911754608,3690.865820435221
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,1,0.8967538118362427,285.47411410027934
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,16,1.0415992498397828,3932.4145064716977
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,32,1.1333329200744628,7228.237929823626
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,64,1.3573634147644043,12070.459408134077
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,1,1.8091327905654908,283.0085235699925
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,16,2.1502023696899415,3809.873952088186
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,32,2.383648991584778,6873.495241053523
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,64,2.9785074949264527,11001.483144097017
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,1,3.68659987449646,277.76271764232746
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,16,4.575222897529602,3581.027715359303
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,32,5.267945909500122,6220.261286454509
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,64,6.9232447147369385,9466.081685730238
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,7.728985404968261,264.976564541515
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,10.157163405418396,3226.09755224768
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,12.492752647399902,5245.921523439425
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,17.48319275379181,7497.028823386547
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,1,16.2398432970047,252.21918248161126
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,16,23.882146334648134,2744.141966206806
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,32,32.75795338153839,4001.226769980968
Nvidia H100 GPU,1,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,64,49.8646543264389,5257.110543349496
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,1,0.6651853561401367,384.8551349438722
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,16,0.7590748548507691,5396.042266220577
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,32,0.8527683734893798,9606.36000896675
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,64,1.0383022546768188,15779.605530279496
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,1,1.3422391653060912,381.4521385115751
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,16,1.5461445569992065,5298.340289668144
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,32,1.7717955112457275,9247.116778437152
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,64,2.2303352832794188,14691.961448871896
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,1,2.753348135948181,371.9108334432838
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,16,3.241562819480896,5054.352148148014
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,32,3.8328484296798706,8549.255364824554
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,64,4.995096826553345,13120.065991837908
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,5.788313865661621,353.8163353838636
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,6.980510234832764,4694.212729105044
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,32,8.598620343208314,7621.687827136607
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,64,11.954553699493408,10964.19015672282
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,1,12.474911832809449,328.33899388590294
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,16,15.917180752754211,4117.312042753554
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,32,21.19001920223236,6185.553620743846
Nvidia H100 GPU,2,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,64,31.864726662635803,8226.77698683626
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,1,0.5024312973022461,509.5223991311171
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,16,0.6098639965057373,6716.251530617232
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,32,0.6677651882171631,12267.785360107586
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,128,64,0.85257408618927,19217.09827380653
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,1,1.0188170433044434,502.54361503354227
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,256,16,1.2292136907577516,6664.4230060194195
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,1,2.10956757068634,485.40753765324774
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,512,16,2.551393985748291,6421.587607213389
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,1,4.522334194183349,452.863479800796
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,1024,16,5.316887283325196,6163.004452392078
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-8B,2048,1,10.018723297119141,408.83452696790164
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,1,2.3123400688171385,110.71035936809892
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,16,2.6363760232925415,1553.647872614374
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,32,3.140839123725891,2608.220184891882
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,128,64,3.5802759408950804,4576.183587654964
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,1,4.672347855567932,109.58088220890083
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,16,5.396610355377197,1517.9898974617408
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,32,6.335618329048157,2586.014363409653
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,256,64,7.406191730499268,4424.406117527156
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,1,9.631910347938538,106.31328189419462
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,16,11.093927311897279,1476.8440011707644
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,32,13.077015113830566,2505.7705993888294
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,512,64,15.32092342376709,4277.548956242096
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,1,19.86105661392212,103.11636685856892
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,16,23.559713697433473,1390.8488201861999
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,32,27.297778820991518,2400.781412647536
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,1024,64,32.455443716049196,4038.5212769463687
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,1,41.88827931880951,97.78391632717968
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,16,51.942110204696654,1261.7123128369585
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,32,57.87206094264984,2264.8579965018002
Nvidia H100 GPU,4,TensorRT-LLM,meta-llama/Meta-Llama-3-70B,2048,64,71.8189225435257,3650.0686826807823
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,1,0.8533870458602906,299.9811178782648
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,16,0.984257984161377,4161.510565230455
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,32,1.074475932121277,7624.181943123657
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,64,1.2823501348495483,12776.541721908308
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,1,1.7154128789901733,298.4704185626748
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,16,2.0607282876968385,3975.293612898255
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,32,2.286869025230408,7164.380565410505
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,256,64,2.8212294816970824,11614.794263488533
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,1,3.5049578666687013,292.15757762396845
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,16,4.362936353683471,3755.2690829806797
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,32,5.060492610931396,6475.258936099695
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,512,64,6.596859455108643,9934.424167434487
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,1,7.3134486198425295,280.0320486895137
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,16,9.701072549819946,3377.7708425248484
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,32,12.100870585441589,5415.808683950853
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,1024,64,16.846529030799864,7780.356402221851
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,1,15.551470875740051,263.3834466673933
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,16,23.195681595802306,2825.353492171576
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,32,31.8937735080719,4109.642277569551
Nvidia H100 GPU,1,TensorRT-LLM,mistralai/Mistral-7B-v0.1,2048,64,48.547100353240964,5399.786971674395
Nvidia H100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,1,0.6251799106597901,409.4821276803789
Nvidia H100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,16,0.717838454246521,5706.019196616271
Nvidia H100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,32,0.8037724494934082,10191.939279783915
Nvidia H100 GPU,2,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,64,0.9756758451461792,16792.462457185553
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,1,0.4744009494781494,539.6279250317799
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,16,0.5688432931900025,7200.577116819188
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,32,0.6263717651367188,13078.495002423879
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mistral-7B-v0.1,128,64,0.7806746006011963,20986.97714436041
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,1,0.6799974918365479,376.4719768430192
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,16,0.8603851556777954,4760.658610820927
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,32,0.9486833333969116,8635.125875635698
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,128,64,1.1452760457992555,14305.721367433363
Nvidia H100 GPU,4,TensorRT-LLM,mistralai/Mixtral-8x7B-v0.1,256,1,1.3597068786621094,376.5517465821641
